gene_symbol,biofilm_logFC,biofilm_padj,planktonic_logFC,planktonic_padj,biofilm_label,biofilm_abs_logFC,planktonic_abs_logFC,biofilm_significant,planktonic_significant
PA14_26690,0.521,1.0,0.129,1.0,0,0.521,0.129,0,0
mttC,0.161,1.0,-0.116,1.0,0,0.161,0.116,0,0
PA14_27910,-0.162,1.0,-0.29,1.0,0,0.162,0.29,0,0
PA14_28120,0.169,1.0,0.157,1.0,0,0.169,0.157,0,0
PA14_28920,-0.377,1.0,-0.375,1.0,0,0.377,0.375,0,0
PA14_31450,0.137,1.0,0.127,1.0,0,0.137,0.127,0,0
PA14_32790,-0.103,1.0,0.126,1.0,0,0.103,0.126,0,0
PA14_33060,-0.447,1.0,0.14,1.0,0,0.447,0.14,0,0
glgB,-0.198,1.0,0.123,1.0,0,0.198,0.123,0,0
PA14_38000,0.438,1.0,0.141,1.0,0,0.438,0.141,0,0
PA14_39200,0.17,1.0,-0.198,1.0,0,0.17,0.198,0,0
PA14_40800,-0.267,1.0,0.174,1.0,0,0.267,0.174,0,0
exsA,-0.101,1.0,-0.09,1.0,0,0.101,0.09,0,0
stk1,-0.265,1.0,0.264,1.0,0,0.265,0.264,0,0
selD,0.152,1.0,-0.105,1.0,0,0.152,0.105,0,0
glsA,-0.162,1.0,0.834,1.0,0,0.162,0.834,0,0
htpG,0.138,1.0,0.125,1.0,0,0.138,0.125,0,0
fleN,0.139,1.0,0.13,1.0,0,0.139,0.13,0,0
pdxB,-0.153,1.0,0.189,1.0,0,0.153,0.189,0,0
cobD,0.302,1.0,0.226,1.0,0,0.302,0.226,0,0
PA14_48550,-0.701,1.0,0.105,1.0,0,0.701,0.105,0,0
PA14_50880,0.227,1.0,0.1,1.0,0,0.227,0.1,0,0
PA14_53640,-0.387,1.0,0.099,1.0,0,0.387,0.099,0,0
PA14_54040,0.189,1.0,0.135,1.0,0,0.189,0.135,0,0
PA14_54210,0.149,1.0,-0.058,1.0,0,0.149,0.058,0,0
PA14_54980,0.142,1.0,0.131,1.0,0,0.142,0.131,0,0
moxR,0.288,1.0,0.081,1.0,0,0.288,0.081,0,0
ampG,-0.144,1.0,0.142,1.0,0,0.144,0.142,0,0
PA14_57240,-0.142,1.0,-0.335,1.0,0,0.142,0.335,0,0
PA14_57490,-0.143,1.0,-0.076,1.0,0,0.143,0.076,0,0
pilO2,-0.153,1.0,-0.087,1.0,0,0.153,0.087,0,0
PA14_59580,-0.124,1.0,-0.201,1.0,0,0.124,0.201,0,0
PA14_59910,-0.204,1.0,0.11,1.0,0,0.204,0.11,0,0
PA14_62360,-0.27,1.0,0.121,1.0,0,0.27,0.121,0,0
PA14_62660,0.144,1.0,-0.1,1.0,0,0.144,0.1,0,0
PA14_64270,-0.308,1.0,0.162,1.0,0,0.308,0.162,0,0
PA14_64530,0.485,1.0,0.103,1.0,0,0.485,0.103,0,0
ynfM,0.289,1.0,0.117,1.0,0,0.289,0.117,0,0
mdoH,0.118,1.0,0.579,1.0,0,0.118,0.579,0,0
pgm,-0.128,1.0,-0.639,1.0,0,0.128,0.639,0,0
ubiD,0.148,1.0,-0.266,1.0,0,0.148,0.266,0,0
PA14_69520,-0.115,1.0,-0.645,1.0,0,0.115,0.645,0,0
crc,-0.114,1.0,0.147,1.0,0,0.114,0.147,0,0
bvga,-0.163,1.0,-0.097,1.0,0,0.163,0.097,0,0
phzH,0.129,1.0,0.106,1.0,0,0.129,0.106,0,0
PA14_00780,-0.139,1.0,-0.106,1.0,0,0.139,0.106,0,0
PA14_04100,0.123,1.0,-0.169,1.0,0,0.123,0.169,0,0
PA14_04690,0.145,1.0,-0.436,1.0,0,0.145,0.436,0,0
PA14_06230,-0.13,1.0,0.206,1.0,0,0.13,0.206,0,0
PA14_07260,0.168,1.0,0.109,1.0,0,0.168,0.109,0,0
apaH,0.15,1.0,0.102,1.0,0,0.15,0.102,0,0
PA14_16340,0.195,1.0,-0.118,1.0,0,0.195,0.118,0,0
PA14_16970,-0.13,1.0,0.333,1.0,0,0.13,0.333,0,0
accA,-0.114,1.0,-0.11,1.0,0,0.114,0.11,0,0
PA14_18340,-0.391,1.0,-0.084,1.0,0,0.391,0.084,0,0
PA14_20770,-0.11,1.0,-0.638,1.0,0,0.11,0.638,0,0
capB,-0.148,1.0,-0.102,1.0,0,0.148,0.102,0,0
PA14_22410,-0.139,1.0,-0.406,1.0,0,0.139,0.406,0,0
nqrD,-0.161,1.0,-0.907,1.0,0,0.161,0.907,0,0
etfB,-0.098,1.0,0.399,1.0,0,0.098,0.399,0,0
PA14_31690,-0.132,1.0,-0.097,1.0,0,0.132,0.097,0,0
catR,0.184,1.0,-0.103,1.0,0,0.184,0.103,0,0
PA14_32530,-0.114,1.0,0.092,1.0,0,0.114,0.092,0,0
PA14_33380,-0.409,1.0,-0.904,1.0,0,0.409,0.904,0,0
PA14_33610,-0.115,1.0,-0.154,1.0,0,0.115,0.154,0,0
pvdO,-0.234,1.0,0.211,1.0,0,0.234,0.211,0,0
PA14_34330,0.136,1.0,0.058,1.0,0,0.136,0.058,0,0
mtlG,-0.311,1.0,0.321,1.0,0,0.311,0.321,0,0
mtlR,-0.133,1.0,-0.079,1.0,0,0.133,0.079,0,0
tpnA,-0.123,1.0,-0.165,1.0,0,0.123,0.165,0,0
PA14_37320,0.352,1.0,-0.103,1.0,0,0.352,0.103,0,0
exaE,0.653,1.0,-0.158,1.0,0,0.653,0.158,0,0
PA14_40210,-0.324,1.0,0.25,1.0,0,0.324,0.25,0,0
yhfP,0.143,1.0,0.169,1.0,0,0.143,0.169,0,0
PA14_42870,-0.145,1.0,-0.116,1.0,0,0.145,0.116,0,0
PA14_44120,0.146,1.0,0.084,1.0,0,0.146,0.084,0,0
glxR,0.228,1.0,-0.078,1.0,0,0.228,0.078,0,0
ccmG,0.215,1.0,-0.312,1.0,0,0.215,0.312,0,0
PA14_47090,0.133,1.0,0.142,1.0,0,0.133,0.142,0,0
cyoA,-0.221,1.0,-0.147,1.0,0,0.221,0.147,0,0
PA14_47240,-0.128,1.0,0.056,1.0,0,0.128,0.056,0,0
aprD,0.216,1.0,-0.162,1.0,0,0.216,0.162,0,0
PA14_49150,-0.18,1.0,0.419,1.0,0,0.18,0.419,0,0
ylbA,-0.161,1.0,-0.077,1.0,0,0.161,0.077,0,0
PA14_50040,0.162,1.0,0.159,1.0,0,0.162,0.159,0,0
PA14_50240,-0.126,1.0,-0.135,1.0,0,0.126,0.135,0,0
PA14_50600,0.2,1.0,0.062,1.0,0,0.2,0.062,0,0
PA14_51260,-0.124,1.0,-0.177,1.0,0,0.124,0.177,0,0
phnB,0.171,1.0,-0.092,1.0,0,0.171,0.092,0,0
PA14_53310,-0.099,1.0,0.61,1.0,0,0.099,0.61,0,0
PA14_53380,-0.454,1.0,0.153,1.0,0,0.454,0.153,0,0
PA14_58320,0.132,1.0,-0.082,1.0,0,0.132,0.082,0,0
PA14_59380,-0.131,1.0,0.183,1.0,0,0.131,0.183,0,0
PA14_60540,0.137,1.0,-0.086,1.0,0,0.137,0.086,0,0
PA14_61560,0.197,1.0,-0.232,1.0,0,0.197,0.232,0,0
selA,0.226,1.0,-0.099,1.0,0,0.226,0.099,0,0
gcvT1,-0.126,1.0,-0.202,1.0,0,0.126,0.202,0,0
PA14_70550,0.125,1.0,0.074,1.0,0,0.125,0.074,0,0
tonB,-0.152,1.0,-0.116,1.0,0,0.152,0.116,0,0
tRNA,0.893,1.0,0.074,1.0,0,0.893,0.074,0,0
PA14_01080,0.412,1.0,0.09,1.0,0,0.412,0.09,0,0
mdcD,0.296,1.0,0.05,1.0,0,0.296,0.05,0,0
PA14_02740,-0.158,1.0,0.177,1.0,0,0.158,0.177,0,0
PA14_03160,-0.109,1.0,-0.408,1.0,0,0.109,0.408,0,0
PA14_04940,0.16,1.0,-0.182,1.0,0,0.16,0.182,0,0
metX,0.301,1.0,-0.096,1.0,0,0.301,0.096,0,0
dnaG,-0.109,1.0,0.493,1.0,0,0.109,0.493,0,0
PA14_08100,-0.114,1.0,-0.062,1.0,0,0.114,0.062,0,0
PA14_08460,0.149,1.0,-0.292,1.0,0,0.149,0.292,0,0
PA14_10560,0.16,1.0,0.129,1.0,0,0.16,0.129,0,0
PA14_11860,0.162,1.0,-0.06,1.0,0,0.162,0.06,0,0
PA14_12110,-0.103,1.0,0.092,1.0,0,0.103,0.092,0,0
PA14_13330,0.182,1.0,-0.111,1.0,0,0.182,0.111,0,0
PA14_14320,-0.284,1.0,0.104,1.0,0,0.284,0.104,0,0
ybdL,-0.109,1.0,-0.131,1.0,0,0.109,0.131,0,0
PA14_15140,-0.396,1.0,0.18,1.0,0,0.396,0.18,0,0
traJ,0.162,1.0,-0.124,1.0,0,0.162,0.124,0,0
PA14_15620,-0.267,1.0,-0.267,1.0,0,0.267,0.267,0,0
fmt,-0.263,1.0,-0.131,1.0,0,0.263,0.131,0,0
rnfE,-0.233,1.0,-0.144,1.0,0,0.233,0.144,0,0
phnM,0.27,1.0,-0.116,1.0,0,0.27,0.116,0,0
PA14_21870,0.166,1.0,-0.076,1.0,0,0.166,0.076,0,0
hexR,0.144,1.0,-0.106,1.0,0,0.144,0.106,0,0
PA14_27310,0.152,1.0,0.314,1.0,0,0.152,0.314,0,0
PA14_28930,0.63,1.0,-0.067,1.0,0,0.63,0.067,0,0
PA14_29660,0.189,1.0,0.107,1.0,0,0.189,0.107,0,0
nuoJ,0.305,1.0,0.334,1.0,0,0.305,0.334,0,0
nuoI,0.397,1.0,0.117,1.0,0,0.397,0.117,0,0
PA14_30720,-0.143,1.0,0.098,1.0,0,0.143,0.098,0,0
PA14_32350,-0.389,1.0,0.126,1.0,0,0.389,0.126,0,0
pvdH,-0.166,1.0,0.083,1.0,0,0.166,0.083,0,0
PA14_33960,-0.17,1.0,-0.143,1.0,0,0.17,0.143,0,0
PA14_35800,-0.115,1.0,0.105,1.0,0,0.115,0.105,0,0
PA14_38080,-0.105,1.0,0.096,1.0,0,0.105,0.096,0,0
exaD,0.896,1.0,-0.111,1.0,0,0.896,0.111,0,0
hupB,0.166,1.0,0.167,1.0,0,0.166,0.167,0,0
pscI,0.273,1.0,-1.265,1.0,0,0.273,1.265,0,0
PA14_44690,-0.134,1.0,-0.069,1.0,0,0.134,0.069,0,0
PA14_46610,-0.17,1.0,-0.116,1.0,0,0.17,0.116,0,0
cyoC,-0.501,1.0,-0.072,1.0,0,0.501,0.072,0,0
PA14_48330,-0.739,1.0,-0.504,1.0,0,0.739,0.504,0,0
PA14_48510,0.876,1.0,0.102,1.0,0,0.876,0.102,0,0
PA14_48710,0.194,1.0,0.124,1.0,0,0.194,0.124,0,0
PA14_49580,-0.253,1.0,0.523,1.0,0,0.253,0.523,0,0
yedU,-0.146,1.0,-0.328,1.0,0,0.146,0.328,0,0
tolB,-0.108,1.0,0.232,1.0,0,0.108,0.232,0,0
PA14_55150,-0.2,1.0,-0.143,1.0,0,0.2,0.143,0,0
PA14_58990,-0.165,1.0,-0.155,1.0,0,0.165,0.155,0,0
PA14_59110,0.191,1.0,-0.346,1.0,0,0.191,0.346,0,0
PA14_63650,-0.355,1.0,0.171,1.0,0,0.355,0.171,0,0
fis,0.199,1.0,0.075,1.0,0,0.199,0.075,0,0
PA14_64640,-0.159,1.0,-0.204,1.0,0,0.159,0.204,0,0
ureE,-0.516,1.0,0.109,1.0,0,0.516,0.109,0,0
rplI,0.153,1.0,-0.192,1.0,0,0.153,0.192,0,0
PA14_65210,-0.14,1.0,-0.059,1.0,0,0.14,0.059,0,0
purA,0.214,1.0,-0.11,1.0,0,0.214,0.11,0,0
hflC,0.131,1.0,0.093,1.0,0,0.131,0.093,0,0
hflK,0.115,1.0,-0.091,1.0,0,0.115,0.091,0,0
icc,0.185,1.0,-0.351,1.0,0,0.185,0.351,0,0
PA14_65940,-0.189,1.0,-0.14,1.0,0,0.189,0.14,0,0
gltB,0.173,1.0,0.106,1.0,0,0.173,0.106,0,0
PA14_68470,-0.199,1.0,0.139,1.0,0,0.199,0.139,0,0
ompR,0.132,1.0,0.055,1.0,0,0.132,0.055,0,0
PA14_68720,-0.291,1.0,-0.068,1.0,0,0.291,0.068,0,0
PA14_69310,0.131,1.0,0.735,1.0,0,0.131,0.735,0,0
PA14_69340,0.145,1.0,0.095,1.0,0,0.145,0.095,0,0
PA14_70400,-0.14,1.0,0.129,1.0,0,0.14,0.129,0,0
PA14_71210,-0.156,1.0,-0.083,1.0,0,0.156,0.083,0,0
prfH,-0.444,1.0,0.32,1.0,0,0.444,0.32,0,0
tmRNA,0.212,1.0,0.193,1.0,0,0.212,0.193,0,0
tRNA,0.632,1.0,-0.584,1.0,0,0.632,0.584,0,0
PA14_02150,-0.21,1.0,-0.584,1.0,0,0.21,0.584,0,0
pntB,0.15,1.0,0.112,1.0,0,0.15,0.112,0,0
spuE,0.131,1.0,0.077,1.0,0,0.131,0.077,0,0
ycgM,0.14,1.0,-0.093,1.0,0,0.14,0.093,0,0
PA14_05220,-0.113,1.0,-0.061,1.0,0,0.113,0.061,0,0
PA14_05630,-0.154,1.0,-0.192,1.0,0,0.154,0.192,0,0
phzB1,-0.113,1.0,-0.126,1.0,0,0.113,0.126,0,0
PA14_09580,0.211,1.0,0.064,1.0,0,0.211,0.064,0,0
choS,-0.227,1.0,0.095,1.0,0,0.227,0.095,0,0
phlE,0.354,1.0,-0.336,1.0,0,0.354,0.336,0,0
PA14_10960,-0.479,1.0,0.106,1.0,0,0.479,0.106,0,0
PA14_11250,-0.116,1.0,0.103,1.0,0,0.116,0.103,0,0
PA14_13880,-0.756,1.0,-0.158,1.0,0,0.756,0.158,0,0
PA14_17670,-0.113,1.0,0.093,1.0,0,0.113,0.093,0,0
metG,-0.117,1.0,-0.098,1.0,0,0.117,0.098,0,0
rdgC,-0.163,1.0,-0.229,1.0,0,0.163,0.229,0,0
htrB,0.155,1.0,0.137,1.0,0,0.155,0.137,0,0
PA14_24340,-0.14,1.0,-0.058,1.0,0,0.14,0.058,0,0
pelG,-0.181,1.0,0.36,1.0,0,0.181,0.36,0,0
nqrE,-0.144,1.0,-0.2,1.0,0,0.144,0.2,0,0
PA14_25470,-0.131,1.0,0.107,1.0,0,0.131,0.107,0,0
holB,0.149,1.0,-0.32,1.0,0,0.149,0.32,0,0
PA14_27580,0.156,1.0,0.129,1.0,0,0.156,0.129,0,0
PA14_28040,-0.247,1.0,-0.118,1.0,0,0.247,0.118,0,0
PA14_28300,-0.316,1.0,-0.114,1.0,0,0.316,0.114,0,0
PA14_30760,-0.117,1.0,0.221,1.0,0,0.117,0.221,0,0
PA14_31300,0.163,1.0,0.229,1.0,0,0.163,0.229,0,0
PA14_31330,-0.176,1.0,-0.232,1.0,0,0.176,0.232,0,0
lldA,0.157,1.0,0.662,1.0,0,0.157,0.662,0,0
PA14_34050,0.222,1.0,-0.336,1.0,0,0.222,0.336,0,0
PA14_34130,0.187,1.0,-0.187,1.0,0,0.187,0.187,0,0
opbA,-0.149,1.0,0.314,1.0,0,0.149,0.314,0,0
PA14_36050,0.276,1.0,-0.336,1.0,0,0.276,0.336,0,0
cynT,0.306,1.0,0.132,1.0,0,0.306,0.132,0,0
PA14_38010,0.161,1.0,-0.11,1.0,0,0.161,0.11,0,0
rbsC,0.206,1.0,-0.145,1.0,0,0.206,0.145,0,0
dnaQ,0.128,1.0,0.174,1.0,0,0.128,0.174,0,0
PA14_42780,0.135,1.0,-0.13,1.0,0,0.135,0.13,0,0
PA14_44230,0.456,1.0,0.118,1.0,0,0.456,0.118,0,0
dnaX,-0.115,1.0,0.112,1.0,0,0.115,0.112,0,0
allA,-0.113,1.0,-0.149,1.0,0,0.113,0.149,0,0
fliQ,0.364,1.0,0.059,1.0,0,0.364,0.059,0,0
PA14_46440,0.145,1.0,-0.155,1.0,0,0.145,0.155,0,0
gltJ,-0.139,1.0,0.151,1.0,0,0.139,0.151,0,0
phnX,0.142,1.0,0.081,1.0,0,0.142,0.081,0,0
PA14_50500,-0.14,1.0,0.366,1.0,0,0.14,0.366,0,0
PA14_51090,-0.239,1.0,0.118,1.0,0,0.239,0.118,0,0
PA14_53390,-0.286,1.0,0.035,1.0,0,0.286,0.035,0,0
PA14_54890,0.152,1.0,0.051,1.0,0,0.152,0.051,0,0
PA14_55240,0.206,1.0,0.095,1.0,0,0.206,0.095,0,0
murC,0.107,1.0,-0.108,1.0,0,0.107,0.108,0,0
ankB,0.206,1.0,0.179,1.0,0,0.206,0.179,0,0
PA14_61280,-0.106,1.0,-0.078,1.0,0,0.106,0.078,0,0
csuD,0.175,1.0,0.081,1.0,0,0.175,0.081,0,0
PA14_61590,-0.219,1.0,-0.122,1.0,0,0.219,0.122,0,0
PA14_61610,-0.307,1.0,0.139,1.0,0,0.307,0.139,0,0
PA14_66410,0.144,1.0,0.074,1.0,0,0.144,0.074,0,0
proV,0.184,1.0,0.301,1.0,0,0.184,0.301,0,0
drgA,-0.182,1.0,-0.066,1.0,0,0.182,0.066,0,0
PA14_68920,0.131,1.0,0.084,1.0,0,0.131,0.084,0,0
ubiH,0.138,1.0,0.093,1.0,0,0.138,0.093,0,0
hupA,-0.106,1.0,-0.291,1.0,0,0.106,0.291,0,0
PA14_71590,-0.159,1.0,0.122,1.0,0,0.159,0.122,0,0
rnpA,-0.209,1.0,0.139,1.0,0,0.209,0.139,0,0
cheB,0.394,1.0,-0.088,1.0,0,0.394,0.088,0,0
PA14_02870,0.179,1.0,-0.773,1.0,0,0.179,0.773,0,0
PA14_03010,0.128,1.0,0.356,1.0,0,0.128,0.356,0,0
PA14_03120,0.199,1.0,-0.161,1.0,0,0.199,0.161,0,0
PA14_03130,0.176,1.0,-0.226,1.0,0,0.176,0.226,0,0
PA14_04210,-0.203,1.0,0.146,1.0,0,0.203,0.146,0,0
PA14_04730,-0.082,1.0,-0.08,1.0,0,0.082,0.08,0,0
PA14_07010,0.2,1.0,-0.078,1.0,0,0.2,0.078,0,0
PA14_07070,-0.125,1.0,0.097,1.0,0,0.125,0.097,0,0
ygjP,-0.181,1.0,-0.324,1.0,0,0.181,0.324,0,0
PA14_11970,-0.099,1.0,0.365,1.0,0,0.099,0.365,0,0
PA14_13200,0.153,1.0,0.087,1.0,0,0.153,0.087,0,0
PA14_13530,0.282,1.0,0.104,1.0,0,0.282,0.104,0,0
ompH,-0.096,1.0,-0.152,1.0,0,0.096,0.152,0,0
sfcA,-0.112,1.0,0.178,1.0,0,0.112,0.178,0,0
PA14_21580,0.145,1.0,0.124,1.0,0,0.145,0.124,0,0
aroP1,0.169,1.0,-0.121,1.0,0,0.169,0.121,0,0
PA14_26330,0.16,1.0,-0.21,1.0,0,0.16,0.21,0,0
hplR,0.175,1.0,-0.177,1.0,0,0.175,0.177,0,0
PA14_30620,-0.134,1.0,0.159,1.0,0,0.134,0.159,0,0
trbE,0.319,1.0,-0.133,1.0,0,0.319,0.133,0,0
PA14_32750,0.198,1.0,-0.382,1.0,0,0.198,0.382,0,0
pslK,0.451,1.0,-0.721,1.0,0,0.451,0.721,0,0
pslE,-0.179,1.0,0.135,1.0,0,0.179,0.135,0,0
PA14_36150,0.536,1.0,-0.058,1.0,0,0.536,0.058,0,0
PA14_37360,0.4,1.0,0.057,1.0,0,0.4,0.057,0,0
PA14_37630,0.316,1.0,0.29,1.0,0,0.316,0.29,0,0
PA14_37980,-0.397,1.0,0.113,1.0,0,0.397,0.113,0,0
PA14_40660,-0.356,1.0,0.129,1.0,0,0.356,0.129,0,0
PA14_41160,-0.134,1.0,-0.069,1.0,0,0.134,0.069,0,0
PA14_41330,-0.102,1.0,0.098,1.0,0,0.102,0.098,0,0
pcrD,0.135,1.0,0.111,1.0,0,0.135,0.111,0,0
PA14_45970,0.156,1.0,0.159,1.0,0,0.156,0.159,0,0
PA14_47250,0.227,1.0,0.039,1.0,0,0.227,0.039,0,0
perM,-0.082,1.0,-0.088,1.0,0,0.082,0.088,0,0
aspS,-0.111,1.0,-0.136,1.0,0,0.111,0.136,0,0
PA14_53490,-0.165,1.0,-0.408,1.0,0,0.165,0.408,0,0
PA14_53890,-0.497,1.0,0.211,1.0,0,0.497,0.211,0,0
PA14_54470,-0.19,1.0,0.053,1.0,0,0.19,0.053,0,0
PA14_55280,0.292,1.0,0.127,1.0,0,0.292,0.127,0,0
pitA,-0.135,1.0,0.083,1.0,0,0.135,0.083,0,0
rplM,-0.14,1.0,-0.065,1.0,0,0.14,0.065,0,0
PA14_57900,0.15,1.0,0.096,1.0,0,0.15,0.096,0,0
pilN2,0.207,1.0,0.057,1.0,0,0.207,0.057,0,0
PA14_60040,-0.114,1.0,0.104,1.0,0,0.114,0.104,0,0
dcd2,-0.094,1.0,-0.096,1.0,0,0.094,0.096,0,0
phuT,-0.104,1.0,-0.078,1.0,0,0.104,0.078,0,0
yhbC,-0.114,1.0,0.226,1.0,0,0.114,0.226,0,0
PA14_63900,-0.121,1.0,-0.525,1.0,0,0.121,0.525,0,0
PA14_64000,-0.138,1.0,-0.133,1.0,0,0.138,0.133,0,0
vanA,0.221,1.0,0.164,1.0,0,0.221,0.164,0,0
PA14_65010,-0.264,1.0,0.05,1.0,0,0.264,0.05,0,0
PA14_65220,-0.191,1.0,0.165,1.0,0,0.191,0.165,0,0
orn,-0.096,1.0,0.09,1.0,0,0.096,0.09,0,0
PA14_67620,-0.238,1.0,-0.772,1.0,0,0.238,0.772,0,0
PA14_68080,-0.129,1.0,-0.103,1.0,0,0.129,0.103,0,0
pckA,-0.121,1.0,-0.074,1.0,0,0.121,0.074,0,0
PA14_69030,0.176,1.0,0.094,1.0,0,0.176,0.094,0,0
PA14_70060,0.185,1.0,0.607,1.0,0,0.185,0.607,0,0
PA14_70740,-0.119,1.0,0.064,1.0,0,0.119,0.064,0,0
etfB-1,-0.992,1.0,-0.075,1.0,0,0.992,0.075,0,0
PA14_00770,-0.165,1.0,0.328,1.0,0,0.165,0.328,0,0
PA14_01040,-0.203,1.0,-0.09,1.0,0,0.203,0.09,0,0
cheD,-0.458,1.0,-0.093,1.0,0,0.458,0.093,0,0
gabD,0.096,1.0,-0.133,1.0,0,0.096,0.133,0,0
PA14_04160,-0.091,1.0,0.101,1.0,0,0.091,0.101,0,0
PA14_05160,-0.106,1.0,0.048,1.0,0,0.106,0.048,0,0
PA14_07430,-0.135,1.0,-0.087,1.0,0,0.135,0.087,0,0
phzA1,-0.108,1.0,-0.269,1.0,0,0.108,0.269,0,0
PA14_09920,0.257,1.0,0.125,1.0,0,0.257,0.125,0,0
hpaX,0.179,1.0,-0.068,1.0,0,0.179,0.068,0,0
PA14_12710,0.22,1.0,-0.157,1.0,0,0.22,0.157,0,0
PA14_13680,0.24,1.0,-0.059,1.0,0,0.24,0.059,0,0
PA14_14370,-0.2,1.0,0.075,1.0,0,0.2,0.075,0,0
PA14_16290,-0.073,1.0,0.266,1.0,0,0.073,0.266,0,0
cadA,0.105,1.0,0.172,1.0,0,0.105,0.172,0,0
PA14_16820,0.122,1.0,0.088,1.0,0,0.122,0.088,0,0
PA14_16980,-0.192,1.0,0.637,1.0,0,0.192,0.637,0,0
map,0.109,1.0,0.108,1.0,0,0.109,0.108,0,0
potD,-0.179,1.0,-0.152,1.0,0,0.179,0.152,0,0
PA14_19610,-0.163,1.0,0.324,1.0,0,0.163,0.324,0,0
PA14_21660,-0.37,1.0,0.179,1.0,0,0.37,0.179,0,0
csaA,0.154,1.0,-0.137,1.0,0,0.154,0.137,0,0
lexA,-0.094,1.0,-0.248,1.0,0,0.094,0.248,0,0
PA14_25800,-0.11,1.0,0.083,1.0,0,0.11,0.083,0,0
moxR,0.111,1.0,-0.262,1.0,0,0.111,0.262,0,0
PA14_27620,-0.116,1.0,-0.529,1.0,0,0.116,0.529,0,0
PA14_27990,-0.099,1.0,0.6,1.0,0,0.099,0.6,0,0
PA14_28430,-0.149,1.0,0.089,1.0,0,0.149,0.089,0,0
PA14_29440,0.16,1.0,0.329,1.0,0,0.16,0.329,0,0
ycaJ,0.125,1.0,-0.083,1.0,0,0.125,0.083,0,0
PA14_31500,0.172,1.0,-0.19,1.0,0,0.172,0.19,0,0
PA14_32780,-0.33,1.0,-0.209,1.0,0,0.33,0.209,0,0
pvdA,-0.111,1.0,0.085,1.0,0,0.111,0.085,0,0
msuC,0.194,1.0,0.131,1.0,0,0.194,0.131,0,0
yncB,0.183,1.0,-0.142,1.0,0,0.183,0.142,0,0
PA14_40710,-0.185,1.0,0.137,1.0,0,0.185,0.137,0,0
sohB,0.123,1.0,-0.183,1.0,0,0.123,0.183,0,0
PA14_42180,0.157,1.0,-0.187,1.0,0,0.157,0.187,0,0
PA14_43130,-0.097,1.0,-0.314,1.0,0,0.097,0.314,0,0
PA14_44090,-0.192,1.0,-0.226,1.0,0,0.192,0.226,0,0
PA14_44180,-0.121,1.0,-0.202,1.0,0,0.121,0.202,0,0
PA14_45170,0.179,1.0,-0.085,1.0,0,0.179,0.085,0,0
PA14_45700,0.214,1.0,0.093,1.0,0,0.214,0.093,0,0
ybeJ,-0.093,1.0,0.047,1.0,0,0.093,0.047,0,0
PA14_47360,0.164,1.0,-0.083,1.0,0,0.164,0.083,0,0
yieF,0.145,1.0,-0.089,1.0,0,0.145,0.089,0,0
PA14_49290,-0.168,1.0,0.097,1.0,0,0.168,0.097,0,0
flgF,-0.137,1.0,-0.063,1.0,0,0.137,0.063,0,0
PA14_50950,0.202,1.0,0.197,1.0,0,0.202,0.197,0,0
PA14_53610,-0.197,1.0,0.426,1.0,0,0.197,0.426,0,0
ywnB,0.194,1.0,-0.088,1.0,0,0.194,0.088,0,0
PA14_55050,-0.127,1.0,0.111,1.0,0,0.127,0.111,0,0
PA14_55060,-0.124,1.0,-0.137,1.0,0,0.124,0.137,0,0
PA14_55070,0.165,1.0,-0.121,1.0,0,0.165,0.121,0,0
PA14_56620,-0.125,1.0,-0.045,1.0,0,0.125,0.045,0,0
PA14_56660,0.222,1.0,-0.096,1.0,0,0.222,0.096,0,0
PA14_56770,0.386,1.0,0.128,1.0,0,0.386,0.128,0,0
PA14_56870,0.184,1.0,0.386,1.0,0,0.184,0.386,0,0
PA14_57250,-0.107,1.0,0.093,1.0,0,0.107,0.093,0,0
PA14_57600,0.127,1.0,0.093,1.0,0,0.127,0.093,0,0
PA14_60030,-0.185,1.0,0.079,1.0,0,0.185,0.079,0,0
pilS,-0.1,1.0,0.089,1.0,0,0.1,0.089,0,0
ribF,-0.118,1.0,-0.058,1.0,0,0.118,0.058,0,0
PA14_60900,0.155,1.0,0.141,1.0,0,0.155,0.141,0,0
PA14_62190,0.143,1.0,0.049,1.0,0,0.143,0.049,0,0
gtrB,0.719,1.0,0.182,1.0,0,0.719,0.182,0,0
rhdA,-0.144,1.0,0.085,1.0,0,0.144,0.085,0,0
PA14_66460,-0.231,1.0,-0.137,1.0,0,0.231,0.137,0,0
PA14_69580,0.122,1.0,-0.107,1.0,0,0.122,0.107,0,0
PA14_69620,-0.142,1.0,-0.157,1.0,0,0.142,0.157,0,0
PA14_69770,0.114,1.0,-0.186,1.0,0,0.114,0.186,0,0
pchP,-0.095,1.0,0.126,1.0,0,0.095,0.126,0,0
mtr,-0.109,1.0,0.137,1.0,0,0.109,0.137,0,0
wbpX,0.152,1.0,0.284,1.0,0,0.152,0.284,0,0
P16,-0.122,1.0,0.1,1.0,0,0.122,0.1,0,0
PA14_00720,-0.113,1.0,-0.348,1.0,0,0.113,0.348,0,0
mtgA,0.199,1.0,-0.073,1.0,0,0.199,0.073,0,0
chpD,0.243,1.0,-0.288,1.0,0,0.243,0.288,0,0
dapA,-0.362,1.0,0.111,1.0,0,0.362,0.111,0,0
PA14_10780,0.115,1.0,0.11,1.0,0,0.115,0.11,0,0
PA14_12170,-0.473,1.0,-0.113,1.0,0,0.473,0.113,0,0
